dataset_name,classifier_name,train_time_0,train_time_1,train_time_2,train_time_3,train_time_4,train_time,train_time_std
Wine,EAP_FastWWSearch,0.30002031,0.400148115,0.524296519,0.620090167,0.566289614,0.482168945,0.1164292271797407
FaceFour,EAP_FastWWSearch,0.360286664,0.382067684,0.348379624,0.355660009,0.348723839,0.359023564,0.0123557127210181
Car,EAP_FastWWSearch,3.854896504,3.968611594,4.118979371,3.939221562,3.855195035,3.9473808132,0.0969690152812774
Meat,EAP_FastWWSearch,1.918148938,1.965897495,2.004721513,1.949100249,2.09475862,1.986525363,0.0609048789302951
Lightning2,EAP_FastWWSearch,6.477966982,6.427149011,6.741990505,6.49108518,6.113324304,6.4503031964,0.2007988204363032
Herring,EAP_FastWWSearch,3.467013045,3.550504038,3.619829385,3.453941808,3.595134659,3.537284587,0.066662038400439
Lightning7,EAP_FastWWSearch,2.247340829,2.406340856,2.416512699,2.365985061,2.512203127,2.3896765144,0.0858270169382221
DodgerLoopDay,EAP_FastWWSearch,2.644260576,2.893904069,2.85277587,2.798966416,2.693798788,2.7767411438,0.0942686889527567
DodgerLoopGame,EAP_FastWWSearch,0.207108802,0.232252438,0.240492496,0.281264508,0.289704757,0.2501646002,0.0309800748156326
DodgerLoopWeekend,EAP_FastWWSearch,0.20405554,0.287725392,0.27005761,0.2263537,0.35781523,0.2692014943999999,0.053434428438665
HouseTwenty,EAP_FastWWSearch,35.544300433,36.416824207,36.927005132,36.485752563,33.313899989,35.737556464799994,1.2920873658830814
ToeSegmentation2,EAP_FastWWSearch,0.965146081,0.979723826,1.058051293,1.063165849,1.125817773,1.0383809644,0.0590769258880465
BME,EAP_FastWWSearch,0.091329106,0.313949827,0.421597748,0.424514249,0.4510812,0.3404944259999999,0.1331574154952605
UMD,EAP_FastWWSearch,0.162642765,0.301055919,0.30645174,0.537645392,0.647621226,0.3910834084,0.1759230869423216
ECG200,EAP_FastWWSearch,0.437612255,0.747317138,1.093893198,1.153743934,1.006281459,0.8877695967999999,0.2644401157397097
GunPoint,EAP_FastWWSearch,0.25837784,0.468750578,0.634763881,0.632071653,0.531303454,0.5050534812,0.1384299372230375
ShapeletSim,EAP_FastWWSearch,0.720048472,0.737683146,0.762580275,0.746795448,0.762077811,0.7458370303999999,0.0159784438146368
Trace,EAP_FastWWSearch,0.833996916,0.915003253,0.901332114,0.84104768,0.846406169,0.8675572264,0.0336698268072074
ACSF1,EAP_FastWWSearch,46.55859605,45.119002851,47.09674617,44.790759839,44.63102315,45.639225612,0.9976578845134
Fungi,EAP_FastWWSearch,0.094647283,0.222209359,0.200286375,0.386119318,0.462038827,0.2730602324,0.1328219049808612
Plane,EAP_FastWWSearch,0.561609727,0.920290955,0.976583607,0.861133136,0.745156814,0.8129548478,0.1472328097518866
ArrowHead,EAP_FastWWSearch,0.266665807,0.27694265,0.286970464,0.334944904,0.265788655,0.2862624959999999,0.0255364288101809
Ham,EAP_FastWWSearch,7.269992216,7.563421423,7.561439445,7.398823221,7.403181617,7.4393715844,0.1112943655380285
Worms,EAP_FastWWSearch,101.539596297,100.40785012,103.071944103,100.65107135,98.25456879,100.785006132,1.5724369574212853
WormsTwoClass,EAP_FastWWSearch,101.501864857,100.320517758,102.190938894,100.690588904,97.822493222,100.50528072699998,1.4899965541102778
InsectEPGSmallTrain,EAP_FastWWSearch,1.036866395,1.004361771,1.0517133,0.923629195,1.077359062,1.0187859446,0.05311268639551
ToeSegmentation1,EAP_FastWWSearch,0.764470769,0.815922568,0.769402747,0.906315192,0.735895875,0.7984014302,0.0597520344143981
SmoothSubspace,EAP_FastWWSearch,0.163743437,0.479671832,0.655611707,0.837298532,0.594286642,0.54612243,0.223481807641575
GesturePebbleZ1,EAP_FastWWSearch,10.96428478,11.110324063,11.564419473,11.027201751,11.153444136,11.1639348406,0.2106789954578239
GesturePebbleZ2,EAP_FastWWSearch,13.397375929,13.504077806,13.883268042,13.66372699,13.778356407,13.6453610348,0.1766818524074702
InsectEPGRegularTrain,EAP_FastWWSearch,7.140979673,7.153360364,7.095342064,6.665626222,7.03481967,7.0180255986,0.1810405481772743
PigAirwayPressure,EAP_FastWWSearch,77.184868243,76.706492966,85.098228372,79.299285059,77.196671485,79.09710922500001,3.1316986240376115
PigArtPressure,EAP_FastWWSearch,148.495228712,146.564802765,150.935833396,146.159725738,145.105824846,147.4522830914,2.0584970454770444
PigCVP,EAP_FastWWSearch,175.788306929,174.214186733,184.030007176,174.826881909,171.541768167,176.0802301828,4.217459210201319
DiatomSizeReduction,EAP_FastWWSearch,0.06687473,0.067416513,0.070114468,0.068636803,0.069995344,0.0686075716,0.0013129252887049
GestureMidAirD1,EAP_FastWWSearch,11.432413689,11.531919421,11.525045952,11.405995933,12.122778912,11.6036307814,0.2642755010059468
GestureMidAirD2,EAP_FastWWSearch,9.687763499,9.523039237,10.058629009,10.039287326,9.598586092,9.7814610326,0.224633381692641
GestureMidAirD3,EAP_FastWWSearch,13.810264093,13.665986165,14.357187425,13.859205384,13.303877446,13.7993041026,0.3400480350982089
Fish,EAP_FastWWSearch,19.550609717,19.770562631,20.275429507,19.879421184,19.749235009,19.8450516096,0.2399299311116317
PowerCons,EAP_FastWWSearch,3.20198934,3.236514252,3.214537912,3.308449982,3.243938862,3.2410860696,0.0368789793021715
Chinatown,EAP_FastWWSearch,0.031988783,0.053807545,0.031998384,0.064574285,0.197328433,0.075939486,0.0619947607449779
OSULeaf,EAP_FastWWSearch,27.229196738,27.251132607,28.181369396,27.349134075,27.278979981,27.4579625594,0.363952822183793
GunPointAgeSpan,EAP_FastWWSearch,0.959940593,0.96608749,1.005334878,0.984898482,1.009978457,0.98524798,0.0201136288449887
GunPointMaleVersusFemale,EAP_FastWWSearch,1.002173757,0.969613772,0.935457845,1.056957248,0.905656724,0.9739718692,0.0526330726920692
GunPointOldVersusYoung,EAP_FastWWSearch,0.887936944,1.392861078,1.24967389,1.169641779,1.062237415,1.1524702212000002,0.1706757122260784
Earthquakes,EAP_FastWWSearch,111.317251972,107.559191265,110.524241816,108.643762759,105.002018056,108.60929317359998,2.2412677261621683
Haptics,EAP_FastWWSearch,74.114985053,71.546567178,76.121801418,73.275186156,72.476632875,73.507034536,1.559841222330545
Computers,EAP_FastWWSearch,104.141051084,106.172127934,107.608436702,106.313088485,102.778624548,105.4026657506,1.7183498419680354
DistalPhalanxOutlineAgeGroup,EAP_FastWWSearch,1.931667622,2.680936528,2.386190036,2.377004033,2.300412831,2.33524221,0.2399707590740131
DistalPhalanxTW,EAP_FastWWSearch,2.085385544,2.446373942,2.261174908,2.357346296,2.070844862,2.2442251104,0.1478097200977401
MiddlePhalanxTW,EAP_FastWWSearch,1.966337388,2.413140972,2.395970788,2.265939039,2.296347957,2.2675472288,0.1607790938092561
MiddlePhalanxOutlineAgeGroup,EAP_FastWWSearch,1.772185159,1.94376788,1.898197427,1.984998017,1.90313304,1.9004563046,0.071398806619024
SyntheticControl,EAP_FastWWSearch,1.556878027,2.314993463,2.038566637,1.955018879,1.938362627,1.9607639266,0.2429775585913817
ProximalPhalanxOutlineAgeGroup,EAP_FastWWSearch,1.834259784,1.934994546,1.89431868,1.903197455,1.942152147,1.9017845224000005,0.0383399954632791
ProximalPhalanxTW,EAP_FastWWSearch,1.836235649,1.806376728,1.846960791,1.922721721,1.849073169,1.8522736116,0.0383800604015913
SonyAIBORobotSurface1,EAP_FastWWSearch,0.015253481,0.13388542,0.10313681,0.274788255,0.348270109,0.175066815,0.1202945395982424
InlineSkate,EAP_FastWWSearch,102.679111941,100.758742401,103.365001114,101.093062269,93.62043576,100.303270697,3.4788021719726765
EOGHorizontalSignal,EAP_FastWWSearch,590.572673001,537.023358138,551.10954582,517.832291785,507.908294322,540.8892326132,29.007615714478234
EOGVerticalSignal,EAP_FastWWSearch,560.216435278,502.434396436,542.525591819,530.141562324,506.514695016,528.3665361746,21.762465305713825
LargeKitchenAppliances,EAP_FastWWSearch,170.988314576,171.131928508,176.930676023,172.290297931,169.311975752,172.130638558,2.581202690163695
RefrigerationDevices,EAP_FastWWSearch,244.869302704,239.387957086,244.553603183,239.340241185,231.086475056,239.8475158428,4.9917924402018645
ScreenType,EAP_FastWWSearch,234.460290919,234.696370097,238.420752411,230.936653078,235.234298042,234.74967290940003,2.3806465334880147
SmallKitchenAppliances,EAP_FastWWSearch,169.340255936,170.621086586,175.544883104,171.732226848,170.089639406,171.465618376,2.183355141520168
CricketX,EAP_FastWWSearch,49.411570482,49.0829092,49.552200536,48.757232029,48.331712523,49.027124954,0.4434084467098058
CricketY,EAP_FastWWSearch,50.740212511,50.611031403,51.443418675,50.592510733,50.129243229,50.70328331020001,0.424138448425753
CricketZ,EAP_FastWWSearch,48.088457941,47.117874814,47.55375889,47.061999969,46.184816003,47.2013815234,0.6278344406994407
Adiac,EAP_FastWWSearch,8.177325838,8.106542184,8.22391095,8.315448843,8.122893314,8.1892242258,0.0755162291851082
DistalPhalanxOutlineCorrect,EAP_FastWWSearch,4.797833859,5.242413487,5.144723442,5.04853174,4.938016921,5.0343038898,0.1554951893168105
ECGFiveDays,EAP_FastWWSearch,0.067422515,0.109283274,0.079218644,0.180822695,0.127442252,0.112837876,0.0401015370858042
MiddlePhalanxOutlineCorrect,EAP_FastWWSearch,4.314475126,4.584349125,4.620366625,4.806338978,4.519885877,4.5690831462,0.1589962202547993
ProximalPhalanxOutlineCorrect,EAP_FastWWSearch,4.057268228,4.360257882,4.450381624,4.532794714,4.292086759,4.3385578414,0.1624726567152709
SemgHandGenderCh2,EAP_FastWWSearch,1022.348428038,1007.541343583,1014.063710929,1005.045485441,1001.748907421,1010.1495750824,7.3151663362795745
SemgHandMovementCh2,EAP_FastWWSearch,2316.579086322,2268.937553019,2285.746644445,2267.856431909,2259.809616025,2279.785866344,20.24015709752537
SemgHandSubjectCh2,EAP_FastWWSearch,2294.016969211,2258.601292698,2280.263474373,2259.168465503,2249.142155667,2268.2384714904,16.42523144904018
FiftyWords,EAP_FastWWSearch,46.241867318,44.928834174,47.180690062,45.36221865,45.430407949,45.82880363060001,0.7980707010414333
WordSynonyms,EAP_FastWWSearch,17.706344077,17.341005938,17.738940581,17.840846845,17.355667947,17.5965610776,0.2075272010345361
CBF,EAP_FastWWSearch,0.106313753,0.122063059,0.101354923,0.110852709,0.104464739,0.1090098365999999,0.0072153624288974
SonyAIBORobotSurface2,EAP_FastWWSearch,0.022048249,0.120370097,0.090496312,0.223728301,0.307285522,0.1527856962,0.1009218191511849
Strawberry,EAP_FastWWSearch,28.098181484,28.714028865,29.412320393,29.057897803,28.687357655,28.79395724,0.4367822178327645
AllGestureWiimoteX,EAP_FastWWSearch,56.815603075,54.993400528,58.451704194,55.656512762,54.554292704,56.09430265260001,1.4037729477943963
AllGestureWiimoteY,EAP_FastWWSearch,43.537958461,43.075491464,46.313070345,43.467824751,42.746704645,43.8282099332,1.2747465195146686
AllGestureWiimoteZ,EAP_FastWWSearch,39.734136144,37.962162251,40.431097165,38.263807977,37.491848513,38.77661041,1.1163410970411236
EthanolLevel,EAP_FastWWSearch,1719.368254503,1663.619735972,1728.465056463,1675.762395333,1656.0991494,1688.6629183342,29.60071415555361
Symbols,EAP_FastWWSearch,0.332637163,0.390756838,0.424282537,0.329011881,0.311733855,0.3576844548,0.0426380769267474
PLAID,EAP_FastWWSearch,1355.801495892,1314.648895508,1354.950228747,1313.830260381,1305.576244158,1328.9614249372,21.80125983463965
ItalyPowerDemand,EAP_FastWWSearch,0.012548511,0.220452118,0.227952093,0.34486761,0.356380722,0.2324402108,0.1237072250264267
SwedishLeaf,EAP_FastWWSearch,12.051990985,11.986779648,12.229025436,12.373568095,11.998467684,12.1279663696,0.1503389513163491
MedicalImages,EAP_FastWWSearch,2.772547481,2.73597761,2.693518967,2.658218879,2.635827579,2.6992181032,0.0499204048170549
TwoLeadECG,EAP_FastWWSearch,0.017647466,0.059421087,0.089683537,0.194819987,0.104632493,0.093240914,0.0588538548501478
ShapesAll,EAP_FastWWSearch,231.720998702,230.249174856,235.431246911,230.348968,228.45723491,231.2415246758,2.3374068038850404
MoteStrain,EAP_FastWWSearch,0.024157057,0.084339145,0.065905896,0.088914538,0.037557007,0.0601747285999999,0.0255012781716065
HandOutlines,EAP_FastWWSearch,17715.982465967,16674.682460531,17708.941554379,16760.271547695,16744.758498591,17120.9273054326,483.85150810425057
CinCECGTorso,EAP_FastWWSearch,16.587127095,16.429046936,16.346220961,15.355728687,15.886687886,16.120962313,0.4479808493478786
Phoneme,EAP_FastWWSearch,233.604179566,224.639805185,232.812053187,228.501834066,225.394071589,228.9903887186,3.687599352441805
InsectWingbeatSound,EAP_FastWWSearch,10.495580946,10.469791319,10.647631824,10.613336791,10.290584011,10.5033849782,0.125992255444162
FaceAll,EAP_FastWWSearch,23.302182236,23.083869345,23.146686329,23.340538143,22.956724143,23.166000039200004,0.1413676140176034
FacesUCR,EAP_FastWWSearch,2.701103609,2.699019959,2.714290949,2.7150272,2.644574885,2.6948033204,0.0259582063123981
Mallat,EAP_FastWWSearch,9.038251544,8.825501504,9.099301764,8.970971413,8.855693561,8.9579439572,0.1044961239264476
MixedShapesSmallTrain,EAP_FastWWSearch,34.338564724,33.607118592,35.017880356,34.340724067,34.29409043,34.3196756338,0.446471008878156
PhalangesOutlinesCorrect,EAP_FastWWSearch,36.070445986,36.690081084,37.81379692,37.817146054,37.511943824,37.1806827736,0.6912262517526626
FreezerSmallTrain,EAP_FastWWSearch,0.186090075,0.241430081,0.209232023,0.203239025,0.202308944,0.2084600295999999,0.0181831233567068
MixedShapesRegularTrain,EAP_FastWWSearch,671.321236225,663.212013125,681.116243875,655.228285792,658.694134834,665.9143827702,9.31620197203033
FreezerRegularTrain,EAP_FastWWSearch,2.168121591,2.232710408,2.271867804,2.174363258,2.042681005,2.1779488132,0.0777514238267343
Yoga,EAP_FastWWSearch,27.796105525,28.132362591,29.014457673,27.524574147,28.131111822,28.1197223516,0.5019502021009852
MelbournePedestrian,EAP_FastWWSearch,3.672630435,3.349775011,3.373317762,3.666739797,3.429460126,3.4983846262,0.1422548349955081
NonInvasiveFetalECGThorax1,EAP_FastWWSearch,2032.549162295,1951.841671853,2026.097225439,1924.846821178,1932.926758324,1973.6523278178,46.33693688734641
NonInvasiveFetalECGThorax2,EAP_FastWWSearch,1862.206075757,1771.504186312,1853.549162601,1762.099769427,1753.668623446,1800.6055635086,47.18116248918743
ChlorineConcentration,EAP_FastWWSearch,8.035623563,8.221553688,8.072260844,8.011316363,8.15833248,8.0998173876,0.0786846674274774
FordB,EAP_FastWWSearch,14658.606018709,14234.949123384,14603.666667432,14228.613600756,14186.977925167,14382.562667089598,204.36750011874508
UWaveGestureLibraryAll,EAP_FastWWSearch,2149.350512897,2095.59905195,2181.874907081,2104.974563212,2096.364361788,2125.6326793856,34.3835273303716
UWaveGestureLibraryX,EAP_FastWWSearch,218.246319218,212.270925724,219.266779573,213.799162272,212.725642393,215.261765836,2.914239173529667
UWaveGestureLibraryY,EAP_FastWWSearch,197.383983954,191.761654901,194.841611198,192.027357137,191.884579036,193.5798372452,2.2205173995722585
UWaveGestureLibraryZ,EAP_FastWWSearch,196.244760757,192.101313525,198.61151305,193.358394999,191.944640234,194.452124513,2.5893663960729056
FordA,EAP_FastWWSearch,13985.159739168,13557.585633963,13957.225584214,13530.786246855,13484.353020207,13703.022044881402,220.38792164783
ECG5000,EAP_FastWWSearch,6.584916793,6.556349511,6.505139286,6.498162752,6.540245956,6.5369628596,0.0322626374912361
TwoPatterns,EAP_FastWWSearch,81.999790411,80.320372011,81.810811198,81.459091677,81.177076095,81.3534282784,0.5893137092600353
Wafer,EAP_FastWWSearch,15.569747237,14.701202635,15.412812551,14.780307081,14.947774626,15.082368825999998,0.3468069585600306
StarLightCurves,EAP_FastWWSearch,1407.230132943,1354.679791783,1429.522553866,1364.475541236,1362.54763454,1383.6911308736,29.368513990635883
ElectricDevices,EAP_FastWWSearch,1285.656755526,1304.203443211,1303.970181804,1311.922239975,1291.439123463,1299.4383487958,9.518519770985296
Crop,EAP_FastWWSearch,253.406481855,252.957484896,248.032815185,246.734340655,244.436710072,249.1135665326,3.518708739148982
BeetleFly,EAP_FastWWSearch_NoLb,0.36892836,0.516745211,0.744055813,0.533474406,0.65630678,0.563902114,0.1281860844440545
BirdChicken,EAP_FastWWSearch_NoLb,0.339238357,0.629295078,0.486889042,0.687738187,0.432742846,0.515180702,0.1275541479771833
Coffee,EAP_FastWWSearch_NoLb,0.181954707,0.481548683,0.432417646,0.490703825,0.562120761,0.4297491243999999,0.1306369888467183
Beef,EAP_FastWWSearch_NoLb,0.554962336,0.620998069,0.602438027,0.685680362,0.590891224,0.6109940036,0.0431161401631536
OliveOil,EAP_FastWWSearch_NoLb,0.69596481,0.903316278,0.80023717,0.752015938,0.750676307,0.7804421006,0.0697429137048256
Rock,EAP_FastWWSearch_NoLb,10.480103638,13.053592953,12.590640537,11.587274735,12.872581896,12.1168387518,0.9625470529553464
PickupGestureWiimoteZ,EAP_FastWWSearch_NoLb,0.845904553,1.174211781,1.008783045,1.002318191,1.053835799,1.0170106738,0.1054790457414406
ShakeGestureWiimoteZ,EAP_FastWWSearch_NoLb,1.055295314,1.282507586,1.537958507,1.346903197,1.309247852,1.3063824912000002,0.1542027046698074
Wine,EAP_FastWWSearch_NoLb,0.465350199,0.987133961,0.611459185,0.6154187,0.672742393,0.6704208876000001,0.1725504393427907
FaceFour,EAP_FastWWSearch_NoLb,0.246271075,0.249027112,0.258553527,0.275622558,0.278218183,0.261538491,0.0132296007071668
Car,EAP_FastWWSearch_NoLb,3.195796616,3.159306947,3.245334133,3.225339212,3.18452406,3.2020601936,0.0302956597871414
Meat,EAP_FastWWSearch_NoLb,1.788745796,1.993157014,1.838558316,1.822502549,1.803957424,1.8493842198000003,0.0738255416339971
Lightning2,EAP_FastWWSearch_NoLb,5.69435002,5.824305955,5.892574538,5.783948334,5.76330695,5.7916971594,0.0656994564633664
Herring,EAP_FastWWSearch_NoLb,2.758679632,2.780267234,2.828704059,2.798947353,2.816079012,2.796535458,0.0249812141618279
Lightning7,EAP_FastWWSearch_NoLb,1.905273067,1.946200291,1.996803196,2.271628992,2.12677066,2.0493352412,0.1338365417143961
DodgerLoopDay,EAP_FastWWSearch_NoLb,2.045221311,2.192075627,2.218903712,2.31435073,2.35300615,2.224711506,0.1075269894759413
DodgerLoopGame,EAP_FastWWSearch_NoLb,0.150164947,0.203076671,0.213818321,0.152443641,0.300944765,0.2040896689999999,0.054866693552297
DodgerLoopWeekend,EAP_FastWWSearch_NoLb,0.148499652,0.226671167,0.223070894,0.173917377,0.26026998,0.206485814,0.0399958696336753
HouseTwenty,EAP_FastWWSearch_NoLb,24.554555052,26.067887634,25.896896297,25.763365271,24.005114324,25.2575637156,0.8226854654643713
ToeSegmentation2,EAP_FastWWSearch_NoLb,0.612206798,0.64851174,0.662011398,0.674348978,0.673678708,0.6541515243999999,0.0229877919127939
BME,EAP_FastWWSearch_NoLb,0.072164535,0.297567766,0.325078521,0.333398095,0.30889251,0.2674202853999999,0.0984186644455067
UMD,EAP_FastWWSearch_NoLb,0.121301998,0.295950414,0.377140724,0.261985926,0.402084728,0.291692758,0.0994196927469465
ECG200,EAP_FastWWSearch_NoLb,0.385846175,0.890284956,0.772772224,1.254455524,0.71701812,0.8040753998,0.2806239074322637
GunPoint,EAP_FastWWSearch_NoLb,0.21427351,0.385560855,0.462004118,0.466121535,0.441703826,0.3939327687999999,0.0943128184995362
ShapeletSim,EAP_FastWWSearch_NoLb,0.584418299,0.601091663,0.601668025,0.604999797,0.605761085,0.5995877738000001,0.0077987416905318
Trace,EAP_FastWWSearch_NoLb,2.249482694,2.321257403,2.307745168,2.312000524,2.291695109,2.2964361796,0.0253509081759586
ACSF1,EAP_FastWWSearch_NoLb,47.539337145,47.868126056,48.911070139,48.213646989,47.766349324,48.0597059306,0.4779254094145481
Fungi,EAP_FastWWSearch_NoLb,0.059870008,0.21795798,0.357871348,0.274666806,0.29362763,0.2407987544,0.1008968180247905
Plane,EAP_FastWWSearch_NoLb,0.736132161,0.881821889,0.86417085,1.010773546,1.014539856,0.9014876604,0.1037746903694412
ArrowHead,EAP_FastWWSearch_NoLb,0.244053093,0.247580871,0.258455153,0.250819483,0.237774284,0.2477365768,0.0068881312622096
Ham,EAP_FastWWSearch_NoLb,6.546140772,6.709614117,6.822291958,6.678132085,6.537819948,6.658799776,0.1067836120037512
Worms,EAP_FastWWSearch_NoLb,77.34172153,78.782867857,79.099142064,78.813626026,77.016395595,78.2107506144,0.855770031119757
WormsTwoClass,EAP_FastWWSearch_NoLb,76.976022067,79.071149779,78.805195641,78.635267984,77.164467468,78.13042058779999,0.8787337539349847
InsectEPGSmallTrain,EAP_FastWWSearch_NoLb,0.601717393,0.579117017,0.593219979,0.541800195,0.651476359,0.5934661886000001,0.0355206882910121
ToeSegmentation1,EAP_FastWWSearch_NoLb,0.522760864,0.549811305,0.512224802,0.517774729,0.535775022,0.5276693444,0.0135388250026624
SmoothSubspace,EAP_FastWWSearch_NoLb,0.133891612,0.592386502,0.591786225,0.511143996,0.501496896,0.4661410462,0.1705224995112582
GesturePebbleZ1,EAP_FastWWSearch_NoLb,9.050096852,9.188542093,9.194604573,9.289195926,9.308441715,9.2061762318,0.0918217159680053
GesturePebbleZ2,EAP_FastWWSearch_NoLb,11.106748074,11.433948589,11.296650499,11.445063285,11.254113718,11.307304833,0.1250454758555738
InsectEPGRegularTrain,EAP_FastWWSearch_NoLb,4.790045203,4.946340373,4.89756887,4.74156296,4.882771688,4.8516578188,0.0747765684003082
PigAirwayPressure,EAP_FastWWSearch_NoLb,109.373641349,111.198887266,115.868205361,112.864973668,111.763542822,112.2138500932,2.1483941082902582
PigArtPressure,EAP_FastWWSearch_NoLb,112.493284518,113.971598221,114.661835787,114.02474362,112.717345419,113.573761513,0.83023413512015
PigCVP,EAP_FastWWSearch_NoLb,135.490747272,137.193999203,141.055516318,139.947521194,135.680879782,137.8737327538,2.2527142209612485
DiatomSizeReduction,EAP_FastWWSearch_NoLb,0.075460313,0.076029777,0.077880214,0.075265488,0.074075418,0.075742242,0.0012440804824079
GestureMidAirD1,EAP_FastWWSearch_NoLb,13.107418569,13.571400253,13.713891702,13.480460149,13.411424545,13.4569190436,0.201948215769684
GestureMidAirD2,EAP_FastWWSearch_NoLb,12.821557422,13.036410454,13.048831484,13.369556264,13.203221778,13.0959154804,0.1829885324531127
GestureMidAirD3,EAP_FastWWSearch_NoLb,13.287152022,13.373930554,13.613107385,13.886018551,13.332593795,13.4985604614,0.2240606370278859
Fish,EAP_FastWWSearch_NoLb,16.837061562,17.006447263,17.235228859,17.015930734,16.950604415,17.0090545666,0.1297743457746674
PowerCons,EAP_FastWWSearch_NoLb,2.427252882,2.556543593,2.509264229,2.55367165,2.48085629,2.5055177288,0.0483115887057233
Chinatown,EAP_FastWWSearch_NoLb,0.022330452,0.03335648,0.07679997,0.035965189,0.036150021,0.0409204224,0.0186411009741895
OSULeaf,EAP_FastWWSearch_NoLb,21.414401149,21.538442784,21.941767251,21.855328692,21.44290802,21.6385695792,0.2179328553159044
GunPointAgeSpan,EAP_FastWWSearch_NoLb,1.200417225,1.224029663,1.221585653,1.209572833,1.225605384,1.2162421516000002,0.0097136663981942
GunPointMaleVersusFemale,EAP_FastWWSearch_NoLb,1.224969889,1.243537131,1.20433548,1.244446579,1.196952192,1.2228482542,0.0195568271336784
GunPointOldVersusYoung,EAP_FastWWSearch_NoLb,1.18236761,1.528689514,1.347036366,1.527293443,1.50991035,1.4190594566,0.1365266171525791
Earthquakes,EAP_FastWWSearch_NoLb,76.48794503,77.052728071,76.540790276,76.788687662,76.221402703,76.61831074839999,0.2822365474353514
Haptics,EAP_FastWWSearch_NoLb,73.559341974,74.997470281,75.921355642,74.610005384,73.472045262,74.51204370859999,0.9187636188599422
Computers,EAP_FastWWSearch_NoLb,74.159229776,75.587176215,75.586566441,75.731952614,74.926337009,75.198252411,0.589981599676137
DistalPhalanxOutlineAgeGroup,EAP_FastWWSearch_NoLb,2.965086602,3.318696261,3.302160609,3.573133883,3.736223796,3.3790602302000003,0.2631204746155113
DistalPhalanxTW,EAP_FastWWSearch_NoLb,2.999156769,3.062627312,3.211119262,3.560899508,3.307084589,3.228177488,0.1985339299768579
MiddlePhalanxTW,EAP_FastWWSearch_NoLb,2.981422054,3.531337194,3.280898371,3.770906579,3.271358201,3.3671844798,0.2666001741939727
MiddlePhalanxOutlineAgeGroup,EAP_FastWWSearch_NoLb,2.924769736,3.024327164,3.139861765,3.020797222,2.962132602,3.0143776978,0.0730008084102838
SyntheticControl,EAP_FastWWSearch_NoLb,1.482303129,2.314336201,1.598422438,2.164373432,2.101433618,1.9321737636,0.3293591498930163
ProximalPhalanxOutlineAgeGroup,EAP_FastWWSearch_NoLb,2.919118307,3.040570417,3.041905343,3.108245679,3.184090287,3.0587860066,0.0874885737683326
ProximalPhalanxTW,EAP_FastWWSearch_NoLb,2.98602554,3.080245777,2.985003095,2.977051116,2.963977256,2.9984605568,0.0416461699403659
SonyAIBORobotSurface1,EAP_FastWWSearch_NoLb,0.010670307,0.118248174,0.202334229,0.22365818,0.203718892,0.1517259564,0.0793172938796824
InlineSkate,EAP_FastWWSearch_NoLb,88.607571312,90.389142075,89.445838889,89.855343919,87.277525133,89.1150842656,1.0876395764148117
EOGHorizontalSignal,EAP_FastWWSearch_NoLb,477.602983464,481.340335421,490.982690005,480.591822826,476.936256268,481.4908175968,5.035588574112717
EOGVerticalSignal,EAP_FastWWSearch_NoLb,479.821612959,482.31750087,491.52547989,483.682949217,481.775919512,483.82469248960007,4.045144268421877
LargeKitchenAppliances,EAP_FastWWSearch_NoLb,158.424877366,161.722310901,162.425897765,159.928851869,159.628304429,160.426048466,1.4538211234684637
RefrigerationDevices,EAP_FastWWSearch_NoLb,182.812021617,184.083368104,184.126332778,185.902000148,182.869168204,183.9585781702,1.124456235160248
ScreenType,EAP_FastWWSearch_NoLb,163.808845263,167.717701368,168.105781653,166.32747232,166.191299366,166.43021999399997,1.5102556600012775
SmallKitchenAppliances,EAP_FastWWSearch_NoLb,158.579879744,161.109773977,161.840276938,159.767507114,159.392203293,160.13792821319998,1.1801108294698786
CricketX,EAP_FastWWSearch_NoLb,44.549161886,45.216907397,45.651989755,45.138908037,44.734870951,45.0583676052,0.3867685181646197
CricketY,EAP_FastWWSearch_NoLb,44.740687968,45.371045037,45.357392618,45.481754396,44.471832579,45.0845425196,0.4019844692006707
CricketZ,EAP_FastWWSearch_NoLb,44.194262925,44.27660733,43.973555306,45.152129154,43.836554846,44.2866219122,0.4600661526295881
Adiac,EAP_FastWWSearch_NoLb,12.568942357,12.649433116,12.830447149,12.708087652,12.767911925,12.7049644398,0.0908887073159836
DistalPhalanxOutlineCorrect,EAP_FastWWSearch_NoLb,6.892018698,6.987484281,7.115108317,6.993167664,6.943909514,6.9863376948,0.0739270721242468
ECGFiveDays,EAP_FastWWSearch_NoLb,0.052585399,0.131711595,0.096700328,0.097296851,0.117543123,0.0991674592,0.0267441957775208
MiddlePhalanxOutlineCorrect,EAP_FastWWSearch_NoLb,6.599210432,6.716332048,6.737070292,6.715646382,6.653062003,6.6842642314,0.0510086112795957
ProximalPhalanxOutlineCorrect,EAP_FastWWSearch_NoLb,6.482722051,6.689039993,6.712664616,6.753932632,6.710738238,6.669819505999999,0.0958748651450275
SemgHandGenderCh2,EAP_FastWWSearch_NoLb,962.867859736,969.380992865,963.042718276,976.790227177,963.355472522,967.0874541152,5.431329053399276
SemgHandMovementCh2,EAP_FastWWSearch_NoLb,2167.80917142,2178.451095157,2161.962323252,2205.040360797,2164.05991402,2175.4645729292,15.840635760385158
